Day,Campaign,Cost,Impressions,Clicks,Conversions,Total conv. value
25/12/24,Campaign_006_STAR,111.72,1660,111,22,463.19
25/12/24,Campaign_007_AVERAGE,43.15,359,21,2,67.21
25/12/24,Campaign_008_AVERAGE,48.3,397,24,2,66.5
25/12/24,Campaign_009_AVERAGE,64.69,607,32,3,94.49
25/12/24,Campaign_010_ZOMBIE,129.57,566,43,2,59.01
25/12/24,Campaign_011_ZERO_HOPE,74.66,153,14,0,0
25/12/24,Campaign_012_ZERO_HOPE,92.19,296,18,0,0
25/12/24,Campaign_013_ZOMBIE,137.86,520,45,2,66.81
25/12/24,Campaign_014_AVERAGE,49.12,415,24,2,78.27
25/12/24,Campaign_015_DECAYER,105.09,938,52,5,212.78
25/12/24,Campaign_016_ZERO_HOPE,73.16,234,14,0,0
25/12/24,Campaign_017_ZOMBIE,172.52,938,57,2,88.99
25/12/24,Campaign_018_AVERAGE,59.23,354,29,2,79.97
25/12/24,Campaign_019_ZERO_HOPE,81.68,245,16,0,0
25/12/24,Campaign_020_ZERO_HOPE,63.73,206,12,0,0
25/12/24,Campaign_021_ZOMBIE,133.44,785,44,2,71.37
25/12/24,Campaign_022_ZOMBIE,182.42,1055,60,3,83.5
25/12/24,Campaign_023_ZERO_HOPE,77.65,162,15,0,0
25/12/24,Campaign_024_ZOMBIE,106.04,647,35,1,56.58
25/12/24,Campaign_025_AVERAGE,59.03,321,29,2,91.51
25/12/24,Campaign_026_DECAYER,119.58,1039,59,5,240.72
25/12/24,Campaign_027_ZOMBIE,176.14,711,58,2,80.82
25/12/24,Campaign_028_ZOMBIE,135.98,897,45,2,73.3
25/12/24,Campaign_029_ZERO_HOPE,59.52,123,11,0,0
25/12/24,Campaign_030_AVERAGE,42.75,220,21,2,66.3
25/12/24,Campaign_031_AVERAGE,50.71,286,25,2,74.22
25/12/24,Campaign_032_ZOMBIE,127.74,636,42,2,62.26
25/12/24,Campaign_033_ZERO_HOPE,63.19,143,12,0,0
25/12/24,Campaign_034_ZOMBIE,144.99,541,48,2,69.23
25/12/24,Campaign_035_ZERO_HOPE,60.54,168,12,0,0
25/12/24,Campaign_036_ZOMBIE,115.34,749,38,1,57.22
25/12/24,Campaign_037_ZERO_HOPE,76.57,288,15,0,0
25/12/24,Campaign_038_AVERAGE,48.04,307,24,2,73.81
25/12/24,Campaign_039_STAR,74.07,1189,74,14,320.13
25/12/24,Campaign_040_AVERAGE,55.43,352,27,2,87.13
25/12/24,Campaign_041_DECAYER,105.52,959,52,5,223.8
25/12/24,Campaign_042_ZOMBIE,119.86,768,39,1,63.26
25/12/24,Campaign_043_AVERAGE,36,185,18,1,58.49
25/12/24,Campaign_044_STAR,107.64,1697,107,21,422.22
25/12/24,Campaign_045_ZERO_HOPE,66.03,178,13,0,0
25/12/24,Campaign_046_AVERAGE,59.6,328,29,2,84.16
25/12/24,Campaign_047_DECAYER,125.67,1212,62,6,256.97
25/12/24,Campaign_048_ZOMBIE,136.61,802,45,2,72.76
25/12/24,Campaign_049_DECAYER,113.96,888,56,5,237.15
25/12/24,Campaign_050_ZERO_HOPE,94.42,221,18,0,0
26/12/24,Campaign_001_ZERO_HOPE,56.26,156,11,0,0
26/12/24,Campaign_002_DECAYER,98.13,790,49,4,202.04
26/12/24,Campaign_003_ZERO_HOPE,62.4,230,12,0,0
26/12/24,Campaign_004_ZOMBIE,168.22,1052,56,2,76.89
26/12/24,Campaign_005_ZOMBIE,159.62,550,53,2,79.59
26/12/24,Campaign_006_STAR,111.42,1212,111,22,446.01
26/12/24,Campaign_007_AVERAGE,36.15,288,18,1,53.48
26/12/24,Campaign_008_AVERAGE,62.82,316,31,3,101.62
26/12/24,Campaign_009_AVERAGE,37.31,290,18,1,51.1
26/12/24,Campaign_010_ZOMBIE,134.03,581,44,2,67.08
26/12/24,Campaign_011_ZERO_HOPE,97.55,297,19,0,0
26/12/24,Campaign_012_ZERO_HOPE,76.49,170,15,0,0
26/12/24,Campaign_013_ZOMBIE,175.04,783,58,2,79.17
26/12/24,Campaign_014_AVERAGE,63.89,597,31,3,86.49
26/12/24,Campaign_015_DECAYER,103.39,896,51,4,207.92
26/12/24,Campaign_016_ZERO_HOPE,57.14,124,11,0,0
26/12/24,Campaign_017_ZOMBIE,180.89,865,60,3,98.09
26/12/24,Campaign_018_AVERAGE,38.11,294,19,1,60.37
26/12/24,Campaign_019_ZERO_HOPE,82.38,160,16,0,0
26/12/24,Campaign_020_ZERO_HOPE,71.51,259,14,0,0
26/12/24,Campaign_021_ZOMBIE,166.29,825,55,2,75.67
26/12/24,Campaign_022_ZOMBIE,167.36,915,55,2,87.92
26/12/24,Campaign_023_ZERO_HOPE,102.66,290,20,0,0
26/12/24,Campaign_024_ZOMBIE,178.28,664,59,2,80.53
26/12/24,Campaign_025_AVERAGE,63.98,517,31,3,103.93
26/12/24,Campaign_026_DECAYER,110.02,826,55,5,215.25
26/12/24,Campaign_027_ZOMBIE,183.55,862,61,3,84.07
26/12/24,Campaign_028_ZOMBIE,189.58,694,63,3,96.34
26/12/24,Campaign_029_ZERO_HOPE,88.57,260,17,0,0
26/12/24,Campaign_030_AVERAGE,54.33,367,27,2,85.45
26/12/24,Campaign_031_AVERAGE,50.04,252,25,2,67.95
26/12/24,Campaign_032_ZOMBIE,130.19,819,43,2,66.87
26/12/24,Campaign_033_ZERO_HOPE,67.28,223,13,0,0
26/12/24,Campaign_034_ZOMBIE,189.07,1164,63,3,99.92
26/12/24,Campaign_035_ZERO_HOPE,76.07,230,15,0,0
26/12/24,Campaign_036_ZOMBIE,127.16,770,42,2,69.73
26/12/24,Campaign_037_ZERO_HOPE,82.97,193,16,0,0
26/12/24,Campaign_038_AVERAGE,50.47,407,25,2,72.56
26/12/24,Campaign_039_STAR,110.44,1271,110,22,428.65
26/12/24,Campaign_040_AVERAGE,48.59,460,24,2,75.09
26/12/24,Campaign_041_DECAYER,91.65,864,45,4,160.91
26/12/24,Campaign_042_ZOMBIE,117.26,753,39,1,58.35
26/12/24,Campaign_043_AVERAGE,64.88,388,32,3,88.35
26/12/24,Campaign_044_STAR,76.49,1290,76,15,278.49
26/12/24,Campaign_045_ZERO_HOPE,65.97,155,13,0,0
26/12/24,Campaign_046_AVERAGE,61.71,358,30,3,85.63
26/12/24,Campaign_047_DECAYER,89.87,505,44,4,179.47
26/12/24,Campaign_048_ZOMBIE,132.57,747,44,2,62.17
26/12/24,Campaign_049_DECAYER,115.76,1029,57,5,242.32
26/12/24,Campaign_050_ZERO_HOPE,74.85,171,14,0,0
27/12/24,Campaign_001_ZERO_HOPE,100.59,313,20,0,0
27/12/24,Campaign_002_DECAYER,75.45,595,37,3,151.59
27/12/24,Campaign_003_ZERO_HOPE,96.95,229,19,0,0
27/12/24,Campaign_004_ZOMBIE,179.43,604,59,2,97.58
27/12/24,Campaign_005_ZOMBIE,142.24,829,47,2,67.91
27/12/24,Campaign_006_STAR,76.06,1238,76,15,282.58
27/12/24,Campaign_007_AVERAGE,60.48,387,30,3,99.16
27/12/24,Campaign_008_AVERAGE,57.56,319,28,2,90.7
27/12/24,Campaign_009_AVERAGE,64.21,603,32,3,90.36
27/12/24,Campaign_010_ZOMBIE,193.97,1254,64,3,104.82
27/12/24,Campaign_011_ZERO_HOPE,102.99,398,20,0,0
27/12/24,Campaign_012_ZERO_HOPE,76.87,268,15,0,0
27/12/24,Campaign_013_ZOMBIE,136.26,539,45,2,64.55
27/12/24,Campaign_014_AVERAGE,50.98,414,25,2,72.45
27/12/24,Campaign_015_DECAYER,105.13,531,52,5,192.08
27/12/24,Campaign_016_ZERO_HOPE,89.16,209,17,0,0
27/12/24,Campaign_017_ZOMBIE,118.64,589,39,1,57.89
27/12/24,Campaign_018_AVERAGE,48.96,465,24,2,73.9
27/12/24,Campaign_019_ZERO_HOPE,86.18,319,17,0,0
27/12/24,Campaign_020_ZERO_HOPE,74.51,194,14,0,0
27/12/24,Campaign_021_ZOMBIE,123.25,521,41,2,60.43
27/12/24,Campaign_022_ZOMBIE,187.62,1198,62,3,87.55
27/12/24,Campaign_023_ZERO_HOPE,81.37,161,16,0,0
27/12/24,Campaign_024_ZOMBIE,137.1,546,45,2,66.1
27/12/24,Campaign_025_AVERAGE,63.09,474,31,3,88.67
27/12/24,Campaign_026_DECAYER,96.66,556,48,4,199.15
27/12/24,Campaign_027_ZOMBIE,110.92,499,36,1,53.38
27/12/24,Campaign_028_ZOMBIE,168.8,702,56,2,82.83
27/12/24,Campaign_029_ZERO_HOPE,65.73,201,13,0,0
27/12/24,Campaign_030_AVERAGE,37.15,231,18,1,52.68
27/12/24,Campaign_031_AVERAGE,64.46,588,32,3,90.55
27/12/24,Campaign_032_ZOMBIE,189.46,875,63,3,88.89
27/12/24,Campaign_033_ZERO_HOPE,95.92,196,19,0,0
27/12/24,Campaign_034_ZOMBIE,105.56,603,35,1,52.51
27/12/24,Campaign_035_ZERO_HOPE,64.94,209,12,0,0
27/12/24,Campaign_036_ZOMBIE,114.06,730,38,1,53.03
27/12/24,Campaign_037_ZERO_HOPE,64.38,171,12,0,0
27/12/24,Campaign_038_AVERAGE,50.65,270,25,2,76.49
27/12/24,Campaign_039_STAR,100.64,1853,100,20,392.16
27/12/24,Campaign_040_AVERAGE,63.25,356,31,3,103.38
27/12/24,Campaign_041_DECAYER,78.57,613,39,3,142.32
27/12/24,Campaign_042_ZOMBIE,161.26,949,53,2,84.43
27/12/24,Campaign_043_AVERAGE,64.95,528,32,3,92.32
27/12/24,Campaign_044_STAR,107.02,1270,107,21,435.79
27/12/24,Campaign_045_ZERO_HOPE,86.05,203,17,0,0
27/12/24,Campaign_046_AVERAGE,39.64,203,19,1,61.41
27/12/24,Campaign_047_DECAYER,92.71,691,46,4,192.45
27/12/24,Campaign_048_ZOMBIE,177.78,953,59,2,93.27
27/12/24,Campaign_049_DECAYER,72.02,404,36,3,135.63
27/12/24,Campaign_050_ZERO_HOPE,82.81,188,16,0,0
28/12/24,Campaign_001_ZERO_HOPE,67.51,155,13,0,0
28/12/24,Campaign_002_DECAYER,114.92,921,57,5,229.6
28/12/24,Campaign_003_ZERO_HOPE,94.23,320,18,0,0
28/12/24,Campaign_004_ZOMBIE,108.63,671,36,1,53.87
28/12/24,Campaign_005_ZOMBIE,149.66,764,49,2,74.88
28/12/24,Campaign_006_STAR,110.72,1398,110,22,469.75
28/12/24,Campaign_007_AVERAGE,41.25,273,20,2,65.36
28/12/24,Campaign_008_AVERAGE,39.99,299,19,1,65.27
28/12/24,Campaign_009_AVERAGE,59.88,469,29,2,84.72
28/12/24,Campaign_010_ZOMBIE,190.58,956,63,3,88.18
28/12/24,Campaign_011_ZERO_HOPE,103.83,390,20,0,0
28/12/24,Campaign_012_ZERO_HOPE,98.49,359,19,0,0
28/12/24,Campaign_013_ZOMBIE,179.34,704,59,2,95.82
28/12/24,Campaign_014_AVERAGE,59.07,518,29,2,86.39
28/12/24,Campaign_015_DECAYER,89.76,542,44,4,172.29
28/12/24,Campaign_016_ZERO_HOPE,69.49,233,13,0,0
28/12/24,Campaign_017_ZOMBIE,164.79,611,54,2,78.67
28/12/24,Campaign_018_AVERAGE,60.91,381,30,3,83.23
28/12/24,Campaign_019_ZERO_HOPE,98.21,236,19,0,0
28/12/24,Campaign_020_ZERO_HOPE,69.55,172,13,0,0
28/12/24,Campaign_021_ZOMBIE,105.03,622,35,1,51.64
28/12/24,Campaign_022_ZOMBIE,133.54,818,44,2,65.68
28/12/24,Campaign_023_ZERO_HOPE,86.83,223,17,0,0
28/12/24,Campaign_024_ZOMBIE,180.52,957,60,3,91.54
28/12/24,Campaign_025_AVERAGE,48.92,433,24,2,80.51
28/12/24,Campaign_026_DECAYER,126.25,1227,63,6,219.25
28/12/24,Campaign_027_ZOMBIE,165.47,735,55,2,79.73
28/12/24,Campaign_028_ZOMBIE,171.36,893,57,2,89.69
28/12/24,Campaign_029_ZERO_HOPE,98.04,217,19,0,0
28/12/24,Campaign_030_AVERAGE,52.66,447,26,2,81.25
28/12/24,Campaign_031_AVERAGE,50.77,334,25,2,72.83
28/12/24,Campaign_032_ZOMBIE,107.77,362,35,1,53.5
28/12/24,Campaign_033_ZERO_HOPE,69.99,178,13,0,0
28/12/24,Campaign_034_ZOMBIE,164.46,924,54,2,74.48
28/12/24,Campaign_035_ZERO_HOPE,61.41,142,12,0,0
28/12/24,Campaign_036_ZOMBIE,114.55,625,38,1,61.03
28/12/24,Campaign_037_ZERO_HOPE,93.2,313,18,0,0
28/12/24,Campaign_038_AVERAGE,44.26,380,22,2,66.75
28/12/24,Campaign_039_STAR,128.36,1835,128,25,557.84
28/12/24,Campaign_040_AVERAGE,63.47,314,31,3,88.09
28/12/24,Campaign_041_DECAYER,94.71,710,47,4,179.85
28/12/24,Campaign_042_ZOMBIE,118.32,683,39,1,53.93
28/12/24,Campaign_043_AVERAGE,57.34,445,28,2,85.5
28/12/24,Campaign_044_STAR,89.81,1504,89,17,387.34
28/12/24,Campaign_045_ZERO_HOPE,96.9,199,19,0,0
28/12/24,Campaign_046_AVERAGE,37.72,220,18,1,51.22
28/12/24,Campaign_047_DECAYER,129,881,64,6,225.83
28/12/24,Campaign_048_ZOMBIE,137.26,755,45,2,65.98
28/12/24,Campaign_049_DECAYER,119.79,853,59,5,238.88
28/12/24,Campaign_050_ZERO_HOPE,94.77,226,18,0,0
29/12/24,Campaign_001_ZERO_HOPE,84.9,215,16,0,0
29/12/24,Campaign_002_DECAYER,102.73,635,51,4,207.81
29/12/24,Campaign_003_ZERO_HOPE,99.87,252,19,0,0
29/12/24,Campaign_004_ZOMBIE,127.83,542,42,2,63.75
29/12/24,Campaign_005_ZOMBIE,121.38,513,40,2,58.6
29/12/24,Campaign_006_STAR,114.41,1377,114,22,440.6
29/12/24,Campaign_007_AVERAGE,36.32,329,18,1,50.71
29/12/24,Campaign_008_AVERAGE,42.25,295,21,2,63.02
29/12/24,Campaign_009_AVERAGE,45.31,365,22,2,66.64
29/12/24,Campaign_010_ZOMBIE,139.18,838,46,2,74.82
29/12/24,Campaign_011_ZERO_HOPE,99.24,260,19,0,0
29/12/24,Campaign_012_ZERO_HOPE,102.07,238,20,0,0
29/12/24,Campaign_013_ZOMBIE,120.82,645,40,2,62.74
29/12/24,Campaign_014_AVERAGE,52.29,354,26,2,78.95
29/12/24,Campaign_015_DECAYER,80.11,794,40,3,156.8
29/12/24,Campaign_016_ZERO_HOPE,57.42,187,11,0,0
29/12/24,Campaign_017_ZOMBIE,122.51,753,40,2,57.32
29/12/24,Campaign_018_AVERAGE,39.05,235,19,1,59.21
29/12/24,Campaign_019_ZERO_HOPE,102.57,322,20,0,0
29/12/24,Campaign_020_ZERO_HOPE,56.5,158,11,0,0
29/12/24,Campaign_021_ZOMBIE,113.59,509,37,1,59.03
29/12/24,Campaign_022_ZOMBIE,124.07,605,41,2,64.79
29/12/24,Campaign_023_ZERO_HOPE,58.61,122,11,0,0
29/12/24,Campaign_024_ZOMBIE,166.68,864,55,2,87.58
29/12/24,Campaign_025_AVERAGE,35.95,212,17,1,55.45
29/12/24,Campaign_026_DECAYER,85.79,547,42,4,177.16
29/12/24,Campaign_027_ZOMBIE,155.52,629,51,2,71.63
29/12/24,Campaign_028_ZOMBIE,182.04,837,60,3,93.74
29/12/24,Campaign_029_ZERO_HOPE,99.24,222,19,0,0
29/12/24,Campaign_030_AVERAGE,38.78,285,19,1,61.88
29/12/24,Campaign_031_AVERAGE,44.22,274,22,2,71.71
29/12/24,Campaign_032_ZOMBIE,111.81,675,37,1,52.14
29/12/24,Campaign_033_ZERO_HOPE,90,217,17,0,0
29/12/24,Campaign_034_ZOMBIE,140.28,503,46,2,76.89
29/12/24,Campaign_035_ZERO_HOPE,99.79,267,19,0,0
29/12/24,Campaign_036_ZOMBIE,163.03,594,54,2,74.48
29/12/24,Campaign_037_ZERO_HOPE,95.51,267,19,0,0
29/12/24,Campaign_038_AVERAGE,56.97,335,28,2,83.57
29/12/24,Campaign_039_STAR,113.54,1647,113,22,436.69
29/12/24,Campaign_040_AVERAGE,37.23,212,18,1,55.99
29/12/24,Campaign_041_DECAYER,87.68,856,43,4,171.8
29/12/24,Campaign_042_ZOMBIE,129.28,788,43,2,65.17
29/12/24,Campaign_043_AVERAGE,60.04,410,30,3,83.47
29/12/24,Campaign_044_STAR,113.75,2128,113,22,411.75
29/12/24,Campaign_045_ZERO_HOPE,75.74,185,15,0,0
29/12/24,Campaign_046_AVERAGE,49.14,401,24,2,66.65
29/12/24,Campaign_047_DECAYER,111.39,622,55,5,220.04
29/12/24,Campaign_048_ZOMBIE,117.54,426,39,1,54.57
29/12/24,Campaign_049_DECAYER,88.6,585,44,4,174.49
29/12/24,Campaign_050_ZERO_HOPE,77.45,213,15,0,0
30/12/24,Campaign_001_ZERO_HOPE,72.83,173,14,0,0
30/12/24,Campaign_002_DECAYER,115.79,598,57,5,205.54
30/12/24,Campaign_003_ZERO_HOPE,89.78,292,17,0,0
30/12/24,Campaign_004_ZOMBIE,163.53,558,54,2,89.35
30/12/24,Campaign_005_ZOMBIE,187.71,1046,62,3,92.02
30/12/24,Campaign_006_STAR,122.95,1669,122,24,511.41
30/12/24,Campaign_007_AVERAGE,53.09,315,26,2,86.81
30/12/24,Campaign_008_AVERAGE,63.62,604,31,3,92.47
30/12/24,Campaign_009_AVERAGE,44.64,404,22,2,62.67
30/12/24,Campaign_010_ZOMBIE,153.64,521,51,2,84.01
30/12/24,Campaign_011_ZERO_HOPE,96.82,274,19,0,0
30/12/24,Campaign_012_ZERO_HOPE,94.4,229,18,0,0
30/12/24,Campaign_013_ZOMBIE,110.18,650,36,1,54.98
30/12/24,Campaign_014_AVERAGE,43.41,267,21,2,61.01
30/12/24,Campaign_015_DECAYER,106.81,589,53,5,220.52
30/12/24,Campaign_016_ZERO_HOPE,68.11,169,13,0,0
30/12/24,Campaign_017_ZOMBIE,108.53,472,36,1,58.06
30/12/24,Campaign_018_AVERAGE,61.61,552,30,3,97.67
30/12/24,Campaign_019_ZERO_HOPE,62.77,190,12,0,0
30/12/24,Campaign_020_ZERO_HOPE,96.38,286,19,0,0
30/12/24,Campaign_021_ZOMBIE,154.11,528,51,2,73.46
30/12/24,Campaign_022_ZOMBIE,114.9,473,38,1,61.35
30/12/24,Campaign_023_ZERO_HOPE,57.67,196,11,0,0
30/12/24,Campaign_024_ZOMBIE,148.42,542,49,2,72.71
30/12/24,Campaign_025_AVERAGE,45.67,302,22,2,73.26
30/12/24,Campaign_026_DECAYER,116.14,821,58,5,203.08
30/12/24,Campaign_027_ZOMBIE,158.38,898,52,2,81.45
30/12/24,Campaign_028_ZOMBIE,193.73,1087,64,3,100.31
30/12/24,Campaign_029_ZERO_HOPE,89.65,245,17,0,0
30/12/24,Campaign_030_AVERAGE,53.41,512,26,2,76.3
30/12/24,Campaign_031_AVERAGE,35.06,314,17,1,53.62
30/12/24,Campaign_032_ZOMBIE,116.85,710,38,1,54.53
30/12/24,Campaign_033_ZERO_HOPE,85.41,170,17,0,0
30/12/24,Campaign_034_ZOMBIE,180.18,811,60,3,89.09
30/12/24,Campaign_035_ZERO_HOPE,70.25,278,14,0,0
30/12/24,Campaign_036_ZOMBIE,194.43,1075,64,3,95.95
30/12/24,Campaign_037_ZERO_HOPE,57.72,128,11,0,0
30/12/24,Campaign_038_AVERAGE,42.25,279,21,2,66.17
30/12/24,Campaign_039_STAR,109.79,1819,109,21,475.81
30/12/24,Campaign_040_AVERAGE,50.51,458,25,2,74.75
30/12/24,Campaign_041_DECAYER,90.71,705,45,4,169.39
30/12/24,Campaign_042_ZOMBIE,176.13,682,58,2,81.89
30/12/24,Campaign_043_AVERAGE,52.44,396,26,2,77.56
30/12/24,Campaign_044_STAR,96.55,1506,96,19,365.8
30/12/24,Campaign_045_ZERO_HOPE,80.45,222,16,0,0
30/12/24,Campaign_046_AVERAGE,42.22,232,21,2,58.89
30/12/24,Campaign_047_DECAYER,81.21,508,40,3,149.45
30/12/24,Campaign_048_ZOMBIE,148.54,648,49,2,75.36
30/12/24,Campaign_049_DECAYER,87.33,523,43,4,180.34
30/12/24,Campaign_050_ZERO_HOPE,78.56,180,15,0,0
31/12/24,Campaign_001_ZERO_HOPE,92.16,273,18,0,0
31/12/24,Campaign_002_DECAYER,121.42,790,60,5,212.02
31/12/24,Campaign_003_ZERO_HOPE,92.29,308,18,0,0
31/12/24,Campaign_004_ZOMBIE,190.36,718,63,3,86.59
31/12/24,Campaign_005_ZOMBIE,112.58,583,37,1,55.86
31/12/24,Campaign_006_STAR,127.22,1793,127,25,498.03
31/12/24,Campaign_007_AVERAGE,60.37,339,30,3,93.79
31/12/24,Campaign_008_AVERAGE,46.88,256,23,2,68.92
31/12/24,Campaign_009_AVERAGE,42.5,324,21,2,64.76
31/12/24,Campaign_010_ZOMBIE,139.78,519,46,2,63.5
31/12/24,Campaign_011_ZERO_HOPE,65.14,186,13,0,0
31/12/24,Campaign_012_ZERO_HOPE,62.38,136,12,0,0
31/12/24,Campaign_013_ZOMBIE,176.87,787,58,2,82.57
31/12/24,Campaign_014_AVERAGE,50.85,485,25,2,73.83
31/12/24,Campaign_015_DECAYER,102.02,993,51,4,212.14
31/12/24,Campaign_016_ZERO_HOPE,73.4,272,14,0,0
31/12/24,Campaign_017_ZOMBIE,115.38,404,38,1,59.46
31/12/24,Campaign_018_AVERAGE,38.6,283,19,1,57.94
31/12/24,Campaign_019_ZERO_HOPE,98.3,314,19,0,0
31/12/24,Campaign_020_ZERO_HOPE,73.93,143,14,0,0
31/12/24,Campaign_021_ZOMBIE,181.17,924,60,3,92.33
31/12/24,Campaign_022_ZOMBIE,187.67,727,62,3,93.87
31/12/24,Campaign_023_ZERO_HOPE,96.93,269,19,0,0
31/12/24,Campaign_024_ZOMBIE,139.46,794,46,2,71.13
31/12/24,Campaign_025_AVERAGE,61.87,379,30,3,99.23
31/12/24,Campaign_026_DECAYER,114.92,747,57,5,233.31
31/12/24,Campaign_027_ZOMBIE,118.81,596,39,1,63.48
31/12/24,Campaign_028_ZOMBIE,112.59,516,37,1,50.91
31/12/24,Campaign_029_ZERO_HOPE,100.74,244,20,0,0
31/12/24,Campaign_030_AVERAGE,43.6,390,21,2,68.34
31/12/24,Campaign_031_AVERAGE,56.88,404,28,2,86.7
31/12/24,Campaign_032_ZOMBIE,112.98,718,37,1,56.21
31/12/24,Campaign_033_ZERO_HOPE,76.9,294,15,0,0
31/12/24,Campaign_034_ZOMBIE,143.78,818,47,2,64.84
31/12/24,Campaign_035_ZERO_HOPE,94.66,296,18,0,0
31/12/24,Campaign_036_ZOMBIE,113.39,484,37,1,62.08
31/12/24,Campaign_037_ZERO_HOPE,103.53,384,20,0,0
31/12/24,Campaign_038_AVERAGE,58.74,477,29,2,79.43
31/12/24,Campaign_039_STAR,118.9,1907,118,23,466.68
31/12/24,Campaign_040_AVERAGE,55.79,511,27,2,76.11
31/12/24,Campaign_041_DECAYER,82.33,512,41,3,162.14
31/12/24,Campaign_042_ZOMBIE,119.38,531,39,1,63.72
31/12/24,Campaign_043_AVERAGE,48.19,474,24,2,68.1
31/12/24,Campaign_044_STAR,102.23,1708,102,20,374.58
31/12/24,Campaign_045_ZERO_HOPE,79.07,217,15,0,0
31/12/24,Campaign_046_AVERAGE,44.89,307,22,2,71.71
31/12/24,Campaign_047_DECAYER,120.98,1121,60,5,211.27
31/12/24,Campaign_048_ZOMBIE,120.9,785,40,2,64.77
31/12/24,Campaign_049_DECAYER,87.94,644,43,4,164.65
31/12/24,Campaign_050_ZERO_HOPE,101.36,224,20,0,0
01/01/25,Campaign_001_ZERO_HOPE,69.29,209,13,0,0
01/01/25,Campaign_002_DECAYER,79.44,765,39,3,156.73
01/01/25,Campaign_003_ZERO_HOPE,70.05,171,14,0,0
01/01/25,Campaign_004_ZOMBIE,187.62,1234,62,3,99.16
01/01/25,Campaign_005_ZOMBIE,107.71,588,35,1,54.24
01/01/25,Campaign_006_STAR,99.38,1701,99,19,436.33
01/01/25,Campaign_007_AVERAGE,52.7,453,26,2,86.53
01/01/25,Campaign_008_AVERAGE,60.97,384,30,3,90.76
01/01/25,Campaign_009_AVERAGE,64.62,326,32,3,95.8
01/01/25,Campaign_010_ZOMBIE,169.67,952,56,2,92.17
01/01/25,Campaign_011_ZERO_HOPE,84.61,261,16,0,0
01/01/25,Campaign_012_ZERO_HOPE,81.58,317,16,0,0
01/01/25,Campaign_013_ZOMBIE,127.94,443,42,2,68.25
01/01/25,Campaign_014_AVERAGE,49.62,343,24,2,81.26
01/01/25,Campaign_015_DECAYER,84.82,700,42,3,149.03
01/01/25,Campaign_016_ZERO_HOPE,57.19,120,11,0,0
01/01/25,Campaign_017_ZOMBIE,138.19,470,46,2,66.39
01/01/25,Campaign_018_AVERAGE,56.03,392,28,2,76.96
01/01/25,Campaign_019_ZERO_HOPE,82.85,166,16,0,0
01/01/25,Campaign_020_ZERO_HOPE,78.23,218,15,0,0
01/01/25,Campaign_021_ZOMBIE,117.7,574,39,1,61.13
01/01/25,Campaign_022_ZOMBIE,163.84,659,54,2,80.24
01/01/25,Campaign_023_ZERO_HOPE,63.05,126,12,0,0
01/01/25,Campaign_024_ZOMBIE,138.48,598,46,2,75.07
01/01/25,Campaign_025_AVERAGE,61.4,432,30,3,89.93
01/01/25,Campaign_026_DECAYER,118.39,975,59,5,227.7
01/01/25,Campaign_027_ZOMBIE,160.4,790,53,2,82.52
01/01/25,Campaign_028_ZOMBIE,138.66,663,46,2,66.92
01/01/25,Campaign_029_ZERO_HOPE,102.04,284,20,0,0
01/01/25,Campaign_030_AVERAGE,63.22,481,31,3,94.44
01/01/25,Campaign_031_AVERAGE,59.04,317,29,2,85.61
01/01/25,Campaign_032_ZOMBIE,160.95,694,53,2,72.5
01/01/25,Campaign_033_ZERO_HOPE,61.23,151,12,0,0
01/01/25,Campaign_034_ZOMBIE,191.25,1052,63,3,95.59
01/01/25,Campaign_035_ZERO_HOPE,67.87,133,13,0,0
01/01/25,Campaign_036_ZOMBIE,107.53,374,35,1,51.33
01/01/25,Campaign_037_ZERO_HOPE,84.2,220,16,0,0
01/01/25,Campaign_038_AVERAGE,48.85,360,24,2,66.7
01/01/25,Campaign_039_STAR,115.96,1393,115,23,477.96
01/01/25,Campaign_040_AVERAGE,62.55,492,31,3,98.13
01/01/25,Campaign_041_DECAYER,77.63,400,38,3,139.64
01/01/25,Campaign_042_ZOMBIE,166.64,895,55,2,82.69
01/01/25,Campaign_043_AVERAGE,56.05,355,28,2,85.05
01/01/25,Campaign_044_STAR,113.18,1400,113,22,434.08
01/01/25,Campaign_045_ZERO_HOPE,77.03,188,15,0,0
01/01/25,Campaign_046_AVERAGE,59.3,478,29,2,92.42
01/01/25,Campaign_047_DECAYER,116.37,645,58,5,207.83
01/01/25,Campaign_048_ZOMBIE,117.51,498,39,1,54.81
01/01/25,Campaign_049_DECAYER,92.72,820,46,4,167.19
01/01/25,Campaign_050_ZERO_HOPE,61.77,163,12,0,0
02/01/25,Campaign_001_ZERO_HOPE,81.88,294,16,0,0
02/01/25,Campaign_002_DECAYER,112.7,915,56,5,214.61
02/01/25,Campaign_003_ZERO_HOPE,86.05,248,17,0,0
02/01/25,Campaign_004_ZOMBIE,127.75,701,42,2,59.08
02/01/25,Campaign_005_ZOMBIE,106.99,489,35,1,55.5
02/01/25,Campaign_006_STAR,84.52,1099,84,16,318.26
02/01/25,Campaign_007_AVERAGE,51.7,414,25,2,72.81
02/01/25,Campaign_008_AVERAGE,62.08,505,31,3,101.04
02/01/25,Campaign_009_AVERAGE,54.07,326,27,2,84.57
02/01/25,Campaign_010_ZOMBIE,115.04,475,38,1,53.16
02/01/25,Campaign_011_ZERO_HOPE,65.39,231,13,0,0
